Kinase	Phosphosite	TCGA-13-1484	TCGA-13-1489	TCGA-13-1494	TCGA-13-1499	TCGA-13-2071	TCGA-23-1123	TCGA-23-1124	TCGA-24-1103	TCGA-24-1104	TCGA-24-1428	TCGA-24-1430	TCGA-24-1435	TCGA-24-1466	TCGA-24-1467	TCGA-24-1545	TCGA-24-1550	TCGA-24-1551	TCGA-24-1552	TCGA-24-1553	TCGA-24-1555	TCGA-24-1556	TCGA-24-1562	TCGA-24-1563	TCGA-24-1603	TCGA-24-1604	TCGA-24-1923	TCGA-24-2020	TCGA-24-2023	TCGA-24-2024	TCGA-24-2030	TCGA-24-2260	TCGA-24-2267	TCGA-24-2288	TCGA-24-2289	TCGA-25-1316	TCGA-25-1319	TCGA-25-1320	TCGA-25-1321	TCGA-25-1628	TCGA-25-1630	TCGA-25-1635	TCGA-25-2400	TCGA-25-2404	TCGA-25-2409	TCGA-29-1688	TCGA-29-1693	TCGA-29-1762	TCGA-29-1763	TCGA-29-1774	TCGA-29-1775	TCGA-29-1776	TCGA-29-1777	TCGA-29-2414	TCGA-29-2432	TCGA-30-1866	TCGA-36-1576	TCGA-36-1581	TCGA-36-2529	TCGA-36-2530	TCGA-36-2543	TCGA-42-2588	TCGA-42-2590	TCGA-61-1741	TCGA-61-1907	TCGA-61-1919	TCGA-61-1995	TCGA-61-2008	TCGA-61-2095	TCGA-61-2612
PAK1	NF2-S518	-1.13	-1.06	-0.2590716666666667	-0.385	-0.2590716666666667	0.0308	-0.00398	-0.2590716666666667	-0.2590716666666667	-0.43	-0.2590716666666667	-0.44	-0.2590716666666667	-0.2590716666666667	-0.2590716666666667	-0.659	-0.2590716666666667	-0.2590716666666667	0.23399999999999999	-1.15	-0.2590716666666667	-0.28300000000000003	-0.29100000000000004	-0.2590716666666667	-0.2590716666666667	0.946	-0.2590716666666667	-0.2590716666666667	0.0398	-0.41200000000000003	-0.2590716666666667	-0.2590716666666667	-0.2590716666666667	-0.2590716666666667	-0.852	-0.2590716666666667	-0.2590716666666667	-0.2590716666666667	-0.2590716666666667	0.0372	-0.7340000000000001	0.102	0.37799999999999995	0.5760000000000001	-0.0506	-0.2590716666666667	-0.2590716666666667	-0.0438	-0.523	-0.929	-0.2590716666666667	-0.2590716666666667	0.467	-0.2590716666666667	-0.011000000000000001	0.428	-1.75	0.191	-0.2590716666666667	-0.2590716666666667	-0.2590716666666667	-0.62	-0.486	-0.541	0.201	0.204	-0.2590716666666667	-0.377	-0.2590716666666667
PAK2	NF2-S518	-1.13	-1.06	-0.2590716666666667	-0.385	-0.2590716666666667	0.0308	-0.00398	-0.2590716666666667	-0.2590716666666667	-0.43	-0.2590716666666667	-0.44	-0.2590716666666667	-0.2590716666666667	-0.2590716666666667	-0.659	-0.2590716666666667	-0.2590716666666667	0.23399999999999999	-1.15	-0.2590716666666667	-0.28300000000000003	-0.29100000000000004	-0.2590716666666667	-0.2590716666666667	0.946	-0.2590716666666667	-0.2590716666666667	0.0398	-0.41200000000000003	-0.2590716666666667	-0.2590716666666667	-0.2590716666666667	-0.2590716666666667	-0.852	-0.2590716666666667	-0.2590716666666667	-0.2590716666666667	-0.2590716666666667	0.0372	-0.7340000000000001	0.102	0.37799999999999995	0.5760000000000001	-0.0506	-0.2590716666666667	-0.2590716666666667	-0.0438	-0.523	-0.929	-0.2590716666666667	-0.2590716666666667	0.467	-0.2590716666666667	-0.011000000000000001	0.428	-1.75	0.191	-0.2590716666666667	-0.2590716666666667	-0.2590716666666667	-0.62	-0.486	-0.541	0.201	0.204	-0.2590716666666667	-0.377	-0.2590716666666667
PAK1	NF2-S518	-1.13	-1.06	-0.2590716666666667	-0.385	-0.2590716666666667	0.0308	-0.00398	-0.2590716666666667	-0.2590716666666667	-0.43	-0.2590716666666667	-0.44	-0.2590716666666667	-0.2590716666666667	-0.2590716666666667	-0.659	-0.2590716666666667	-0.2590716666666667	0.23399999999999999	-1.15	-0.2590716666666667	-0.28300000000000003	-0.29100000000000004	-0.2590716666666667	-0.2590716666666667	0.946	-0.2590716666666667	-0.2590716666666667	0.0398	-0.41200000000000003	-0.2590716666666667	-0.2590716666666667	-0.2590716666666667	-0.2590716666666667	-0.852	-0.2590716666666667	-0.2590716666666667	-0.2590716666666667	-0.2590716666666667	0.0372	-0.7340000000000001	0.102	0.37799999999999995	0.5760000000000001	-0.0506	-0.2590716666666667	-0.2590716666666667	-0.0438	-0.523	-0.929	-0.2590716666666667	-0.2590716666666667	0.467	-0.2590716666666667	-0.011000000000000001	0.428	-1.75	0.191	-0.2590716666666667	-0.2590716666666667	-0.2590716666666667	-0.62	-0.486	-0.541	0.201	0.204	-0.2590716666666667	-0.377	-0.2590716666666667
PAK2	NF2-S518	-1.13	-1.06	-0.2590716666666667	-0.385	-0.2590716666666667	0.0308	-0.00398	-0.2590716666666667	-0.2590716666666667	-0.43	-0.2590716666666667	-0.44	-0.2590716666666667	-0.2590716666666667	-0.2590716666666667	-0.659	-0.2590716666666667	-0.2590716666666667	0.23399999999999999	-1.15	-0.2590716666666667	-0.28300000000000003	-0.29100000000000004	-0.2590716666666667	-0.2590716666666667	0.946	-0.2590716666666667	-0.2590716666666667	0.0398	-0.41200000000000003	-0.2590716666666667	-0.2590716666666667	-0.2590716666666667	-0.2590716666666667	-0.852	-0.2590716666666667	-0.2590716666666667	-0.2590716666666667	-0.2590716666666667	0.0372	-0.7340000000000001	0.102	0.37799999999999995	0.5760000000000001	-0.0506	-0.2590716666666667	-0.2590716666666667	-0.0438	-0.523	-0.929	-0.2590716666666667	-0.2590716666666667	0.467	-0.2590716666666667	-0.011000000000000001	0.428	-1.75	0.191	-0.2590716666666667	-0.2590716666666667	-0.2590716666666667	-0.62	-0.486	-0.541	0.201	0.204	-0.2590716666666667	-0.377	-0.2590716666666667
SRC	PDHA1-Y289	-1.36	0.542	-0.17285999999999999	-0.489	-0.17285999999999999	0.405	-0.5820000000000001	0.0126	-0.17285999999999999	-0.17285999999999999	0.0598	0.376	-0.0452	-0.7090000000000001	-0.17285999999999999	-0.17285999999999999	-0.17285999999999999	-0.0627	0.152	-0.17285999999999999	-0.17285999999999999	1.31	-0.17285999999999999	-0.17285999999999999	0.556	-0.17285999999999999	-0.297	-0.17285999999999999	-0.611	-0.136	-0.17285999999999999	-0.17285999999999999	-0.17285999999999999	-0.39899999999999997	-0.17285999999999999	0.0862	0.207	-0.899	-0.17285999999999999	-0.28800000000000003	0.508	0.375	-1.1	1.77	1.07	-0.17285999999999999	-0.17285999999999999	-0.591	-0.452	-0.773	-0.146	-0.17285999999999999	-0.46299999999999997	-0.87	0.737	-0.872	-0.5670000000000001	-0.9590000000000001	-0.327	-0.17285999999999999	0.0796	0.136	-0.888	-0.513	-0.475	-0.8079999999999999	-0.17285999999999999	-0.479	-0.17285999999999999
PDK1	PDHA1-S293	-0.307	1.03	-0.08017894736842104	-0.861	-0.08017894736842104	0.63	-0.0217	0.295	-0.08017894736842104	-0.45399999999999996	0.767	0.413	0.7040000000000001	-0.08017894736842104	-0.08017894736842104	-1.11	-0.65	0.532	-0.358	1.0	0.606	1.2	-0.738	0.66	-0.214	-0.7879999999999999	-0.503	0.317	-0.544	-0.13699999999999998	0.265	0.511	-0.08017894736842104	0.151	0.0742	-0.442	-1.1	-0.08017894736842104	-0.08017894736842104	-1.79	0.7190000000000001	0.184	-0.7490000000000001	1.3	0.503	-0.08017894736842104	-0.08017894736842104	-0.4	-0.74	-2.01	-0.133	-0.682	-1.2	-0.08017894736842104	0.747	-1.21	-0.963	-0.0147	0.16699999999999998	-0.08017894736842104	-0.11900000000000001	0.74	-0.466	0.113	-0.151	0.924	0.98	-0.19699999999999998	-1.05
PDK1	PDHA1-S293	-0.307	1.03	-0.08017894736842104	-0.861	-0.08017894736842104	0.63	-0.0217	0.295	-0.08017894736842104	-0.45399999999999996	0.767	0.413	0.7040000000000001	-0.08017894736842104	-0.08017894736842104	-1.11	-0.65	0.532	-0.358	1.0	0.606	1.2	-0.738	0.66	-0.214	-0.7879999999999999	-0.503	0.317	-0.544	-0.13699999999999998	0.265	0.511	-0.08017894736842104	0.151	0.0742	-0.442	-1.1	-0.08017894736842104	-0.08017894736842104	-1.79	0.7190000000000001	0.184	-0.7490000000000001	1.3	0.503	-0.08017894736842104	-0.08017894736842104	-0.4	-0.74	-2.01	-0.133	-0.682	-1.2	-0.08017894736842104	0.747	-1.21	-0.963	-0.0147	0.16699999999999998	-0.08017894736842104	-0.11900000000000001	0.74	-0.466	0.113	-0.151	0.924	0.98	-0.19699999999999998	-1.05
PDK1	PDHA1-S293	-0.307	1.03	-0.08017894736842104	-0.861	-0.08017894736842104	0.63	-0.0217	0.295	-0.08017894736842104	-0.45399999999999996	0.767	0.413	0.7040000000000001	-0.08017894736842104	-0.08017894736842104	-1.11	-0.65	0.532	-0.358	1.0	0.606	1.2	-0.738	0.66	-0.214	-0.7879999999999999	-0.503	0.317	-0.544	-0.13699999999999998	0.265	0.511	-0.08017894736842104	0.151	0.0742	-0.442	-1.1	-0.08017894736842104	-0.08017894736842104	-1.79	0.7190000000000001	0.184	-0.7490000000000001	1.3	0.503	-0.08017894736842104	-0.08017894736842104	-0.4	-0.74	-2.01	-0.133	-0.682	-1.2	-0.08017894736842104	0.747	-1.21	-0.963	-0.0147	0.16699999999999998	-0.08017894736842104	-0.11900000000000001	0.74	-0.466	0.113	-0.151	0.924	0.98	-0.19699999999999998	-1.05
PDK1	PDHA1-S293	-0.307	1.03	-0.08017894736842104	-0.861	-0.08017894736842104	0.63	-0.0217	0.295	-0.08017894736842104	-0.45399999999999996	0.767	0.413	0.7040000000000001	-0.08017894736842104	-0.08017894736842104	-1.11	-0.65	0.532	-0.358	1.0	0.606	1.2	-0.738	0.66	-0.214	-0.7879999999999999	-0.503	0.317	-0.544	-0.13699999999999998	0.265	0.511	-0.08017894736842104	0.151	0.0742	-0.442	-1.1	-0.08017894736842104	-0.08017894736842104	-1.79	0.7190000000000001	0.184	-0.7490000000000001	1.3	0.503	-0.08017894736842104	-0.08017894736842104	-0.4	-0.74	-2.01	-0.133	-0.682	-1.2	-0.08017894736842104	0.747	-1.21	-0.963	-0.0147	0.16699999999999998	-0.08017894736842104	-0.11900000000000001	0.74	-0.466	0.113	-0.151	0.924	0.98	-0.19699999999999998	-1.05
PDK1	PDHA1-S293	-0.307	1.03	-0.08017894736842104	-0.861	-0.08017894736842104	0.63	-0.0217	0.295	-0.08017894736842104	-0.45399999999999996	0.767	0.413	0.7040000000000001	-0.08017894736842104	-0.08017894736842104	-1.11	-0.65	0.532	-0.358	1.0	0.606	1.2	-0.738	0.66	-0.214	-0.7879999999999999	-0.503	0.317	-0.544	-0.13699999999999998	0.265	0.511	-0.08017894736842104	0.151	0.0742	-0.442	-1.1	-0.08017894736842104	-0.08017894736842104	-1.79	0.7190000000000001	0.184	-0.7490000000000001	1.3	0.503	-0.08017894736842104	-0.08017894736842104	-0.4	-0.74	-2.01	-0.133	-0.682	-1.2	-0.08017894736842104	0.747	-1.21	-0.963	-0.0147	0.16699999999999998	-0.08017894736842104	-0.11900000000000001	0.74	-0.466	0.113	-0.151	0.924	0.98	-0.19699999999999998	-1.05
CDK2	RB1-T373	-0.24100000000000002	-0.131	-0.977	-0.09765333333333338	-0.478	-0.385	0.32299999999999995	0.726	-0.38799999999999996	-0.9620000000000001	-0.09765333333333338	0.366	-0.09765333333333338	0.0942	0.235	-0.649	-0.09765333333333338	-0.09765333333333338	-0.27699999999999997	0.331	-0.09765333333333338	0.612	-0.441	0.13	-2.11	0.433	-1.31	0.11199999999999999	-0.09765333333333338	-0.09765333333333338	-0.09765333333333338	-0.09765333333333338	0.368	-0.36700000000000005	1.26	-0.00686	0.237	-0.528	0.19	-0.09765333333333338	-0.601	0.607	-0.09765333333333338	0.71	0.332	-0.9620000000000001	-0.115	-0.09765333333333338	-0.09765333333333338	-0.09765333333333338	-0.377	-0.09765333333333338	-0.5539999999999999	-0.763	0.997	-0.09765333333333338	-0.32799999999999996	-0.0987	0.574	0.126	-0.16699999999999998	-0.28800000000000003	-0.09765333333333338	0.396	-0.09765333333333338	-0.307	-0.09765333333333338	-0.09765333333333338	-0.035
CDK4	RB1-T373	-0.24100000000000002	-0.131	-0.977	-0.09765333333333338	-0.478	-0.385	0.32299999999999995	0.726	-0.38799999999999996	-0.9620000000000001	-0.09765333333333338	0.366	-0.09765333333333338	0.0942	0.235	-0.649	-0.09765333333333338	-0.09765333333333338	-0.27699999999999997	0.331	-0.09765333333333338	0.612	-0.441	0.13	-2.11	0.433	-1.31	0.11199999999999999	-0.09765333333333338	-0.09765333333333338	-0.09765333333333338	-0.09765333333333338	0.368	-0.36700000000000005	1.26	-0.00686	0.237	-0.528	0.19	-0.09765333333333338	-0.601	0.607	-0.09765333333333338	0.71	0.332	-0.9620000000000001	-0.115	-0.09765333333333338	-0.09765333333333338	-0.09765333333333338	-0.377	-0.09765333333333338	-0.5539999999999999	-0.763	0.997	-0.09765333333333338	-0.32799999999999996	-0.0987	0.574	0.126	-0.16699999999999998	-0.28800000000000003	-0.09765333333333338	0.396	-0.09765333333333338	-0.307	-0.09765333333333338	-0.09765333333333338	-0.035
CDK2	RB1-T373	-0.0877	-4.53	0.013292592592592542	0.188	-0.8079999999999999	-0.22699999999999998	2.07	-0.0711	0.013292592592592542	-1.41	-2.82	0.595	-0.509	0.265	0.013292592592592542	-0.0232	0.013292592592592542	0.618	0.49200000000000005	-0.364	0.013292592592592542	1.23	0.585	-0.306	-0.9670000000000001	0.392	0.36700000000000005	0.41200000000000003	-0.115	0.196	0.013292592592592542	0.013292592592592542	0.013292592592592542	0.013292592592592542	0.3	0.013292592592592542	0.522	0.273	0.013292592592592542	0.525	-0.35	1.89	-0.267	0.426	1.35	0.013292592592592542	-0.547	0.223	-0.382	0.43799999999999994	-1.11	0.013292592592592542	-0.508	0.223	1.65	0.33899999999999997	0.0564	0.44799999999999995	0.657	0.228	0.013292592592592542	-0.0664	-0.862	1.7	-0.11	-1.25	0.013292592592592542	-0.322	0.0718
CDK4	RB1-T373	-0.0877	-4.53	0.013292592592592542	0.188	-0.8079999999999999	-0.22699999999999998	2.07	-0.0711	0.013292592592592542	-1.41	-2.82	0.595	-0.509	0.265	0.013292592592592542	-0.0232	0.013292592592592542	0.618	0.49200000000000005	-0.364	0.013292592592592542	1.23	0.585	-0.306	-0.9670000000000001	0.392	0.36700000000000005	0.41200000000000003	-0.115	0.196	0.013292592592592542	0.013292592592592542	0.013292592592592542	0.013292592592592542	0.3	0.013292592592592542	0.522	0.273	0.013292592592592542	0.525	-0.35	1.89	-0.267	0.426	1.35	0.013292592592592542	-0.547	0.223	-0.382	0.43799999999999994	-1.11	0.013292592592592542	-0.508	0.223	1.65	0.33899999999999997	0.0564	0.44799999999999995	0.657	0.228	0.013292592592592542	-0.0664	-0.862	1.7	-0.11	-1.25	0.013292592592592542	-0.322	0.0718
CDK2	RB1-T356	-0.221	-3.75	-2.0	-1.12	-1.72	1.23	-0.278	-0.66	-1.86	-0.4594683333333334	-2.92	-0.0451	-0.725	0.882	-1.14	0.682	-2.11	1.12	-0.644	-0.146	-0.4594683333333334	0.8290000000000001	-0.4594683333333334	-4.76	-1.43	-0.4594683333333334	-0.314	0.914	-0.4594683333333334	0.894	-0.4594683333333334	-0.4594683333333334	0.413	-2.91	0.9059999999999999	-0.7020000000000001	0.67	0.7290000000000001	1.0	-0.642	-2.03	1.0	-2.55	0.268	1.12	-0.242	-2.04	-0.4594683333333334	0.528	-0.9309999999999999	-0.48	-2.51	-1.29	0.25	1.46	0.9540000000000001	0.727	0.366	1.36	0.833	0.012	-1.03	-0.4594683333333334	0.26899999999999996	0.265	-1.88	-1.44	-1.32	0.591
CDK4	RB1-T356	-0.221	-3.75	-2.0	-1.12	-1.72	1.23	-0.278	-0.66	-1.86	-0.4594683333333334	-2.92	-0.0451	-0.725	0.882	-1.14	0.682	-2.11	1.12	-0.644	-0.146	-0.4594683333333334	0.8290000000000001	-0.4594683333333334	-4.76	-1.43	-0.4594683333333334	-0.314	0.914	-0.4594683333333334	0.894	-0.4594683333333334	-0.4594683333333334	0.413	-2.91	0.9059999999999999	-0.7020000000000001	0.67	0.7290000000000001	1.0	-0.642	-2.03	1.0	-2.55	0.268	1.12	-0.242	-2.04	-0.4594683333333334	0.528	-0.9309999999999999	-0.48	-2.51	-1.29	0.25	1.46	0.9540000000000001	0.727	0.366	1.36	0.833	0.012	-1.03	-0.4594683333333334	0.26899999999999996	0.265	-1.88	-1.44	-1.32	0.591
