Proteins	Basal	Basal	Basal	Basal	Basal	Basal	Basal	Basal	Basal	Luminal	Luminal	Luminal	Luminal	Luminal	Luminal	Luminal	Luminal	Luminal
'NSE2'	1.071773463	1.0238469	0.975355462	0.931740429	0.899378312	0.91319825	1.038859103	0.938221197	1.038139271	0.85797053	0.81056512	0.869947353	1.0181852	1.069547088	0.889458994	1.037419937	1.004167543	1.009751298
'NSE3'	1.0132569	1.069547088	1.112650121	0.987600861	0.917639882	0.888842681	1.070288698	1.016774673	0.990342872	1.002776436	0.87417862	0.954621014	0.924663278	0.966606097	1.101141598	1.025267238	0.899378312	0.959264119
'NSF'	0.97063447	0.984866443	1.070288698	1.057018041	0.971307496	1.099616149	0.974004269	0.945402117	0.998614666	0.847332435	0.993781093	0.996540263	1.022428531	1.000693387	0.789493887	0.945402117	0.785128119	0.858565436
'NSL1'	0.950659101	0.959264119	1.002776436	0.895025071	0.849684999	0.897510051	0.995849753	0.968618189	1.008352455	1.002776436	0.935623498	0.999307093	0.931740429	0.989656656	1.039579435	1.031683179	1.271031689	1.070288698
'NSMA3'	0.945402117	0.960594864	0.995849753	0.698339266	0.667574152	0.953959551	1.079228237	1.088242442	1.092777739	0.951318276	0.882091365	0.959929261	0.988970916	0.974679631	0.933032992	0.999307093	1.016070143	1.025978145
'NSRP1'	1.028826708	1.008352455	1.029540083	1.079228237	1.108032348	0.997922719	1.002081605	0.997922719	1.002776436	1.071773463	1.078480432	1.024556823	1.025978145	1.019597683	0.965936329	1.037419937	1.035264924	1.0453601
'NSUN4'	1.062159186	1.001387256	1.076986376	0.924022572	0.950000383	0.988970916	1	0.992404375	1.059952783	0.990342872	0.919550046	0.920187651	1.092777739	1.076240125	1.027401439	1.012554807	0.955945318	0.941478465
'NTH'	0.84264683	0.87417862	0.952637998	1.215879283	1.380317353	0.915099168	1.094293701	0.999307093	1.060687741	1.091263877	0.951977908	0.989656656	0.947370071	1.016070143	1.017479692	1.04608494	1.063632673	1.047536127
'NTPCR'	1.01395948	1.011152081	0.949342121	1.139973273	1.124278924	0.974679631	0.989656656	1.017479692	1.033114388	1.029540083	1.00765376	0.96996191	1.0132569	0.983502074	0.991716731	0.97874165	0.991029563	1.009051634
'NU107'	1.00486382	0.988285652	0.977385766	1.00556058	0.972654947	0.984184022	1.011152081	0.950659101	0.996540263	1.073260286	0.989656656	1.001387256	1.044635763	1.010451446	0.986232704	0.961927455	0.957271458	0.942131274
'NU133'	0.990342872	1.00486382	1.009751298	0.890075733	0.862143545	0.957935218	1.032398535	0.979420298	1.00556058	1.048262476	1.000693387	0.982820599	0.988970916	0.983502074	1.014662547	1.021720083	1.0238469	1.055553718
'NU153'	1.014662547	1.035264924	1.000693387	1.01395948	0.942784536	0.995849753	1.020304659	0.986232704	1.032398535	1.048262476	0.977385766	1.006257823	0.998614666	0.96996191	0.998614666	1.000693387	1.016070143	0.994470169
'NU155'	0.994470169	1.016070143	0.984866443	0.919550046	0.961260928	0.915099168	1.033114388	0.995849753	1.049716684	0.940174203	0.953959551	0.976708529	0.975355462	1.010451446	0.992404375	0.960594864	0.938221197	0.938221197
'NU160'	0.961927455	0.995159722	0.986916546	0.947370071	0.945402117	1.094293701	1.106497353	1.077733145	1.153485605	1.040300267	0.998614666	1.022428531	0.986232704	1.006257823	0.964598185	0.998614666	0.959264119	0.980099415
'NU188'	1.002081605	0.952637998	0.969289817	0.86934456	0.910038824	1.00556058	1.118837101	1.028113827	1.074004472	0.97063447	0.953298545	0.973329374	0.978063473	1	0.960594864	0.991716731	1.022428531	1.010451446
'NU205'	1.048262476	1.033114388	0.988970916	0.955282936	0.953959551	0.990342872	1.016774673	0.965936329	1.022428531	0.933032992	0.987600861	1.01395948	0.982820599	1.028826708	0.933032992	0.96996191	0.946057647	0.948684315
'NU214'	1.022428531	1.025978145	1.032398535	0.974004269	0.898132373	0.951977908	1.043188594	0.993092495	1.047536127	0.997231251	1.0132569	1.019597683	1.036701101	1.014662547	1.0132569	1.009751298	1.009751298	0.991029563
'NUBP1'	1.041021598	0.976708529	0.936272247	1.033830736	1.099616149	0.938221197	0.976708529	0.984184022	1.022428531	1.210833084	1.159899655	1.10343374	0.985549337	1.01395948	1.044635763	0.959929261	0.978063473	1.009751298
'NUCB1'	0.975355462	1.054822317	1.0238469	1.114193651	1.095811766	0.963261894	1.040300267	0.995849753	1.052631155	1.082224645	1.079228237	1.119612889	1.053361036	1.063632673	1.136029265	1.112650121	1.154285418	1.190031696
'NUCKS'	1.072516617	0.999307093	1.182631	1.212512819	1.122721422	1.061423209	0.944092419	0.863938187	1.0181852	1.025267238	1.101905116	1.17772279	0.942131274	0.940826108	1.095811766	0.931740429	1.016774673	1.046810282
'NUCL'	1.030968319	1.051172909	1.07549439	1.034547582	0.943438251	1.058484395	1.043911927	0.975355462	1.0238469	1.095052471	1.07549439	1.093535457	1.0238469	1.015366101	1.114966219	1.016774673	1.132098902	1.066585781
'NUD19'	0.976708529	1.009051634	1.012554807	0.985549337	0.926588062	1.048262476	0.978063473	0.917004043	0.951318276	1.0181852	1.016070143	0.995159722	1.034547582	1.054091423	0.950659101	1.043911927	1.050444544	1.079228237
'NUDC'	0.97063447	1.0132569	1.082224645	0.880869374	0.788400174	0.912565489	0.988285652	0.984866443	0.995159722	0.933679945	0.934975198	0.97874165	1.048262476	0.971307496	0.943438251	0.935623498	0.893165852	0.936921447
'NUDC1'	0.997231251	1.019597683	1.078480432	1.026689546	0.97063447	1.114193651	1.018891197	0.990342872	0.997231251	1.020304659	1.025267238	1.022428531	1.037419937	0.981459064	0.953298545	0.97874165	0.976031761	1.016070143
'NUDC3'	0.984184022	1.041021598	1.04608494	0.864537231	0.746906729	1.035264924	1.102669163	1.042465761	1.152686347	1.033830736	1.035982764	0.986232704	1.057750964	1.035264924	1.035982764	0.988285652	0.965936329	0.992404375
'NUDT5'	1.048989328	1.035264924	0.919550046	1.056285625	1.071030823	1.008352455	1.036701101	0.953298545	1.070288698	1.150291893	1.171210181	1.112650121	0.993092495	1.066585781	1.121943481	1.070288698	1.089752112	1.119612889
'NUDT9'	0.982820599	1.054822317	0.980099415	1.035982764	1.051172909	1.036701101	1.028113827	0.948684315	1.019597683	1.104198847	1.068805991	1.057018041	1.043911927	1.067325338	1.199971382	0.905633983	0.953959551	1.0181852
'NUF2'	0.991029563	1.030253954	1.035982764	1.117287138	0.991716731	0.952637998	1.063632673	1.033114388	0.996540263	0.961260928	0.923382311	0.942784536	0.997922719	0.936921447	0.934975198	0.957935218	1	0.941478465
'NUFP2'	1.021720083	1	0.958599438	1.041021598	0.941478465	0.944092419	1.035264924	0.974004269	1.042465761	1.051172909	1.054822317	1.035264924	1.065108203	1.037419937	1.061423209	0.952637998	0.963261894	0.981459064
'NUMBL'	0.968618189	1.057750964	0.971307496	0.898755127	0.846745312	0.849684999	1.108800644	1.064370182	1.091263877	1.008352455	0.995159722	1.038859103	0.926588062	1.021012126	1.093535457	1.014662547	1.00486382	1.017479692
'NUP50'	1.011152081	0.991029563	1.0132569	1.047536127	1.069547088	0.936272247	1.051172909	1.017479692	1.057018041	1.141554707	1.015366101	1.041743429	1.076240125	1.036701101	1.114966219	0.998614666	0.969289817	0.988970916
'NUP53'	1.057018041	1.021720083	0.959264119	1.145517898	1.064370182	0.934327347	0.981459064	0.939522749	0.943438251	1.095052471	1.087488391	1.073260286	1.068805991	1.017479692	1.025978145	0.982139595	1.051172909	1.001387256
'NUP58'	1.009051634	1.037419937	1.049716684	1.113421618	1.072516617	0.948684315	1.0238469	1.012554807	1.021012126	1.041743429	0.997231251	1	1.048989328	0.976031761	0.983502074	0.985549337	0.986916546	0.991716731
'NUP62'	0.963261894	0.96996191	0.982139595	1.413233644	1.311302014	1.083725967	0.904379378	0.917639882	0.871154192	1.274560627	1.954771533	1.179356592	1.035264924	1.00765376	1.396678532	1.035264924	1.019597683	0.988970916
'NUP85'	0.995849753	1.022428531	1.031683179	1.020304659	1.00486382	1.009051634	1.078480432	1.030253954	1.098092814	0.892546971	0.977385766	0.963929808	1.002776436	0.979420298	0.968618189	1.037419937	1.040300267	1.043188594
'NUP88'	0.986232704	0.946057647	0.964598185	1.057018041	1.036701101	1.036701101	1.068065408	1.036701101	1.053361036	0.987600861	0.965936329	1	0.940174203	0.963929808	0.950000383	0.973329374	0.951977908	0.963929808
'NUP93'	0.982820599	0.959264119	0.993092495	1.095811766	1.091263877	1.079228237	1.017479692	1.016070143	1.044635763	0.912565489	0.976031761	0.934975198	1.07997656	0.995849753	1.092777739	0.989656656	0.944747041	0.959264119
'NUP98'	1.00695555	1.025978145	1.035264924	0.969289817	0.934975198	1.038139271	1.051901779	0.989656656	1.026689546	1.044635763	1.00486382	1.021012126	1.014662547	1.0238469	1.085229372	0.988285652	0.940174203	0.963929808
'NUPL2'	1.062895674	1.063632673	1.008352455	0.695440986	0.632878297	0.874784765	0.96996191	0.946057647	1.029540083	1.059952783	1.044635763	1.062895674	0.898755127	0.859160755	0.883927531	0.935623498	0.964598185	1.020304659
'NVL'	1.034547582	1.008352455	0.981459064	0.958599438	0.955945318	1.009751298	0.971307496	0.957271458	1.027401439	0.950000383	0.911301281	0.933679945	1.0181852	1.074004472	1.000693387	1.006257823	0.971980988	0.951318276
'NXF1'	0.990342872	1.016070143	1.085229372	0.971307496	0.93109482	0.961927455	1.021720083	1.004167543	1.034547582	0.998614666	0.961927455	1.029540083	1.006257823	1.054822317	1.097331938	1.014662547	1.018891197	1.00556058
'NXP20'	1.0181852	1.019597683	0.959264119	0.953298545	0.90062598	0.965936329	1.091263877	0.951977908	1.009051634	0.996540263	1.022428531	1.02313747	1.050444544	0.944092419	0.837406488	0.969289817	0.979420298	0.972654947
'NXT2'	0.941478465	1.064370182	1.048989328	0.859756486	0.901875378	1.122721422	0.987600861	0.988970916	1.042465761	0.916368645	1.012554807	0.97063447	1.068065408	0.941478465	1.034547582	0.949342121	1.114966219	1.010451446
'OARD1'	1.026689546	1.077733145	1.008352455	0.963261894	1.155886707	1.008352455	1.061423209	0.971307496	0.966606097	0.958599438	1.027401439	0.990342872	0.986916546	1.009751298	0.927873476	0.940826108	0.982139595	0.961927455
'OAS1'	0.951977908	0.923382311	0.856781955	0.953959551	1.151089491	1.100378609	1.071773463	0.989656656	0.944092419	1.014662547	0.984866443	1.00486382	1.015366101	1.004167543	0.789493887	1.0238469	1.068805991	1.204137381
'OAS3'	0.940174203	0.952637998	0.940826108	1.073260286	1.198309021	1.011853201	1.028826708	1.002776436	0.992404375	1.073260286	0.865136691	0.883927531	0.923382311	1.011853201	1.098854218	1.02313747	1.022428531	1.114193651
'OBSL1'	0.958599438	1.02313747	1.017479692	0.955945318	0.984866443	1.0238469	1.016774673	1.020304659	1.043911927	0.955282936	1.0238469	1.016070143	0.988285652	0.995159722	0.982820599	0.993781093	1.025267238	0.967947027
'OCLN'	1.061423209	1.090507733	0.981459064	1.091263877	1.043188594	0.983502074	0.969289817	0.870550563	0.925946023	1.059952783	0.918276162	0.988970916	1.009051634	0.969289817	0.866336856	1.004167543	1.062895674	1.025267238
'ODBA'	1.02313747	0.925304428	1.060687741	1.079228237	0.988285652	0.885153765	1.011152081	0.962594443	1.081474763	0.942784536	0.953959551	1.071030823	1.0453601	1.009051634	0.923382311	1.033830736	1.074749173	1.0132569
'ODO2'	0.936921447	1.00765376	1.051901779	1.119612889	1.111879158	0.980779004	1.055553718	1.041743429	1.000693387	1.050444544	1.085229372	0.999307093	0.943438251	0.949342121	0.967947027	1.016070143	0.936272247	0.916368645
'ODPX'	1.00765376	1.050444544	1.200803427	0.935623498	0.8962667	0.965267025	0.930449658	0.952637998	0.939522749	1.009051634	0.988285652	0.961927455	1.009751298	0.981459064	0.983502074	0.978063473	0.909408252	0.918276162
'OFD1'	1.038139271	1.000693387	1.038859103	0.963261894	0.987600861	0.971307496	1.0453601	1.088997015	1.085981856	1.104964485	1.088997015	1.072516617	1.006257823	1.044635763	0.97874165	0.992404375	0.956608158	0.956608158
'OGA'	0.91383145	0.893165852	0.881480158	0.712518807	0.745355193	1.053361036	1.252664439	1.041021598	1.250062303	1.048989328	0.995849753	1.038139271	1.048262476	1.02313747	1.0238469	1.000693387	0.989656656	0.959929261
'OGFR'	1.012554807	1.014662547	0.995849753	0.959264119	0.991716731	0.999307093	1.01395948	0.959264119	1.00486382	0.953298545	1.010451446	0.988285652	0.984184022	1.043911927	0.977385766	1.010451446	0.976708529	1.008352455
'OGT1'	0.986916546	1.00556058	0.991716731	0.834509281	0.852634892	0.921464186	1.092020546	1.115739322	1.106497353	0.995159722	0.958599438	0.989656656	0.993781093	1.006257823	1.00556058	0.992404375	1.025267238	1.020304659
'OMA1'	1.094293701	1.041021598	1.082224645	0.774855931	0.781869643	1.0181852	0.890075733	0.955945318	0.843815796	1.080725402	1.191682575	1.082975046	0.890075733	1.002776436	0.931740429	0.992404375	0.870550563	0.90000193
'OPHN1'	0.981459064	1.025267238	0.995849753	0.971980988	0.928516852	1.009051634	1.057750964	0.963929808	1.022428531	1.043911927	1.107264584	1.057750964	0.906261938	0.96727633	1.018891197	1.076240125	1.059218335	1.109569472
'OPLA'	0.97874165	0.91319825	0.978063473	1.057018041	1.108800644	0.999307093	0.977385766	0.959264119	1.009751298	0.991716731	1.043188594	1.018891197	0.995849753	1.008352455	1	1.011152081	1.034547582	1.060687741
'ORC2'	1.069547088	1.050444544	1.117287138	1.038139271	1.068065408	1.033830736	0.935623498	0.940826108	0.911933166	1.030253954	1.07549439	1.106497353	0.995159722	1.002776436	1.009751298	0.996540263	1.00556058	1.011152081
'ORC3'	1.057018041	1.098092814	1.048262476	1.038139271	1.030253954	1.062159186	1.015366101	0.943438251	0.972654947	1.151887642	1.028113827	1.021012126	0.977385766	0.96727633	1.057750964	1.00486382	1.052631155	1.011853201
'OSB11'	1.030253954	1.002776436	0.954621014	1.118837101	1.041743429	1.036701101	1.025978145	0.987600861	1.027401439	1.00556058	1.056285625	0.969289817	0.982139595	0.986232704	1.003471749	0.945402117	0.990342872	0.968618189
'OSBL1'	0.999307093	0.977385766	1.062159186	0.955282936	0.915733686	1.024556823	0.987600861	0.966606097	1.016774673	1.043188594	1.054822317	1.016774673	0.987600861	1.021720083	1.064370182	1.024556823	1.102669163	1.090507733
'OSBL2'	1.028113827	1.020304659	1.054822317	0.980099415	0.936272247	0.949342121	1.068065408	0.988285652	1.028113827	0.976708529	0.953959551	0.954621014	1.033114388	1.004167543	0.997231251	0.979420298	0.939522749	0.963929808
'OSBL5'	0.973329374	0.990342872	1.077733145	0.982820599	0.90062598	1.00556058	1.085229372	0.955282936	1.002776436	0.964598185	0.96996191	0.984866443	1.084477409	1.059218335	0.997922719	1.002776436	1.0453601	1.033830736
'OSBL8'	1.02313747	1.051172909	1.074004472	0.91383145	0.847919965	0.997231251	1.138394029	1.065846736	1.186736798	0.973329374	0.862143545	0.910038824	1.043188594	1.008352455	0.878430468	1.0238469	1.011853201	0.988970916
'OSBP1'	0.958599438	0.986916546	1.105730653	0.806082831	0.740719899	0.998614666	1.082975046	1.014662547	1.076986376	0.955282936	0.962594443	0.987600861	1.028113827	0.979420298	0.951977908	0.950659101	0.856188285	0.892546971
'OSBP2'	0.989656656	1.141554707	1.131314463	0.745872013	0.617281303	1.074004472	1.129747215	1.056285625	1.07997656	1.202469249	1.048262476	1.029540083	1.071030823	1.014662547	0.954621014	1.151089491	1.262252032	1.172022284
'OSTF1'	1.101905116	1.057750964	0.951977908	1.163120042	1.116512962	0.993092495	0.925304428	0.901875378	0.945402117	1.057750964	1.01395948	1.0181852	1.034547582	1.072516617	0.856781955	0.995849753	1.028113827	1.0238469
'OTU7B'	1.028113827	0.971307496	0.974679631	1.071773463	1.057750964	0.940174203	1.018891197	0.965267025	1.021720083	1.025267238	0.889458994	0.979420298	0.905006463	0.997231251	0.929160674	1.024556823	1.066585781	1.057750964
'OTUB1'	0.963261894	1.093535457	1.022428531	0.939522749	0.944092419	1.052631155	1.0181852	0.971980988	1.015366101	0.680657058	0.899378312	0.907519155	0.931740429	0.919550046	0.750019495	1.101905116	0.998614666	0.968618189
'OXSR1'	0.933032992	0.937571096	1.20163605	0.744838732	0.648419777	1.110338834	1.063632673	1.122721422	1.161508732	0.937571096	0.961260928	1.081474763	1.030968319	0.891928519	0.837987135	0.96996191	0.868140228	0.880259014
'P2R3A'	0.969289817	0.995159722	0.905633983	0.923382311	0.982820599	0.841479482	1.048262476	0.990342872	1.084477409	0.948684315	0.878430468	0.989656656	0.919550046	0.965936329	0.84264683	1.029540083	1.00695555	0.97874165
'P33MX'	0.982820599	1.084477409	1.096571589	0.980099415	0.938871747	1.035264924	0.990342872	0.987600861	1.033114388	0.96996191	1.011152081	1.049716684	0.967947027	1.027401439	0.972654947	1.056285625	0.948026965	1.039579435
'P3C2A'	0.980099415	1.069547088	1.079228237	0.963929808	0.871154192	0.949342121	1.060687741	0.957935218	1.016070143	0.946713631	0.975355462	1.009051634	0.993092495	1.021012126	0.938871747	1.038859103	0.927873476	0.991029563
'P4K2A'	1.008352455	0.964598185	0.870550563	0.958599438	0.989656656	0.71449707	1.046810282	0.919550046	0.906261938	0.982820599	0.959264119	0.947370071	1.001387256	0.987600861	0.897510051	1.046810282	1.019597683	1.006257823
'P4K2B'	1.018891197	1.026689546	1.038859103	0.911933166	0.825877665	1.012554807	1.110338834	1.074749173	1.111108729	1.029540083	1.090507733	1.031683179	0.96996191	1.003471749	0.955945318	1.00486382	1.059218335	1.058484395
'P52K'	0.957935218	1.021012126	1.076986376	0.944092419	0.973329374	1.048989328	1.061423209	1.056285625	1.054091423	1.084477409	1.015366101	1.017479692	1.02313747	0.984866443	0.974679631	0.981459064	0.982139595	0.967947027
'P5CR2'	0.985549337	0.976708529	1.055553718	1.188383105	1.129747215	0.965936329	1.033830736	1.069547088	1.090507733	0.942784536	0.888842681	0.933679945	1.008352455	0.929804943	0.953959551	0.965267025	0.891310496	0.897510051
'P5CR3'	0.986232704	0.96727633	1.010451446	1.139973273	1.102669163	0.945402117	1.047536127	1.035264924	1.058484395	1.051901779	1.102669163	1.076240125	1.016774673	1.035982764	1.082224645	1.029540083	1.018891197	1.035982764
'P66A'	1.020304659	1.027401439	0.991029563	1.043911927	1.07549439	0.957271458	1.025267238	0.984866443	1.056285625	0.997231251	1.003471749	0.993092495	1.0132569	0.971980988	1.011152081	0.97874165	0.980779004	0.950659101
'P66B'	1.064370182	1.052631155	0.993092495	1.073260286	1.033114388	0.918276162	0.957271458	0.920825697	0.944092419	1.076240125	1.080725402	1.049716684	1.029540083	1.039579435	1.104964485	1.057018041	1.089752112	1.101905116
'P85B'	1.016774673	0.978063473	0.990342872	0.946713631	0.963929808	0.982820599	1.025267238	1.014662547	1.088242442	0.955945318	0.959264119	0.986916546	1.025978145	1.01395948	1.0181852	1.001387256	0.96727633	0.97874165
'PA1B3'	0.984184022	0.981459064	1.009051634	1.282536603	1.186736798	1.035264924	0.944092419	0.938221197	0.961927455	1.063632673	1.088242442	1.071773463	1.01395948	1.00486382	1.092777739	0.981459064	1.02313747	1.059952783
'PA24C'	1.015366101	0.922742493	0.958599438	1.028826708	1.083725967	1.158292806	0.852634892	0.804966138	0.798298386	1.041021598	1.072516617	1.07549439	0.909408252	1.001387256	1.274560627	1.002081605	0.934327347	0.865736566
'PA2G4'	1.048989328	1.028113827	0.966606097	1.0453601	1.102669163	0.973329374	1.110338834	1.094293701	1.241427492	0.910038824	0.929160674	1.020304659	1.092777739	0.922103118	1.135242102	1.014662547	1.112650121	1.062159186
'PABP4'	0.924663278	1.02313747	1.111879158	0.893165852	0.795536484	0.891310496	1.069547088	1.028826708	1.088997015	1.001387256	1.011853201	0.974679631	1.029540083	0.993781093	1.035982764	0.973329374	0.994470169	0.958599438
'PACN3'	0.980779004	0.958599438	0.944747041	0.933032992	0.869947353	1.041021598	0.998614666	0.968618189	1.026689546	1.051172909	0.935623498	0.997922719	1.027401439	1.052631155	1.041743429	1.025267238	1.062895674	1.051901779
'PACS1'	0.941478465	0.977385766	1.034547582	1.002776436	0.997922719	1.027401439	0.988285652	0.936921447	0.969289817	1.038139271	1.055553718	0.999307093	1.102669163	1.028826708	1.063632673	1.027401439	1.070288698	1.043911927
'PAF15'	0.965267025	1.180174343	1.07549439	0.884540435	0.936921447	0.792234811	0.998614666	0.974679631	1.02313747	1.187559666	0.964598185	0.962594443	0.998614666	0.944092419	0.927230546	1.093535457	1.035982764	1.115739322
'PAGR1'	1.02313747	1.101905116	0.961260928	1.059952783	1.038859103	0.965267025	0.924663278	0.89564567	0.93109482	0.446582926	0.554784736	0.601234624	1.032398535	1.194991205	1.025267238	1.093535457	1.087488391	1.141554707
'PAK2'	1.028826708	1.021720083	0.938221197	1.155886707	1.106497353	0.924022572	0.960594864	0.872362706	0.965267025	0.984866443	1.125058485	1.037419937	0.922103118	1.048989328	1.137605228	0.977385766	1.076986376	1.128964405
'PAK4'	1.028113827	1.070288698	1.011853201	1.114193651	1.054822317	0.954621014	0.997231251	0.948684315	0.985549337	1.061423209	0.982139595	0.975355462	0.988285652	0.990342872	0.957271458	1.002776436	1.060687741	1.042465761
'PAN2'	1.002776436	0.966606097	1.008352455	0.990342872	1.038859103	0.920825697	1.082975046	1.050444544	1.093535457	0.933032992	0.933032992	0.944747041	0.982820599	1.006257823	0.890692901	0.982139595	1.004167543	1.004167543
'PANK2'	0.914465089	1.00695555	1.025267238	1.024556823	0.928516852	1.074004472	0.942131274	0.929160674	0.938221197	0.97874165	1.091263877	1.059952783	0.944092419	0.968618189	0.905006463	1.033830736	1.088242442	1.017479692
'PAPD5'	1.006257823	0.981459064	0.984866443	1.158292806	1.180992661	1.100378609	0.989656656	0.947370071	1.029540083	1.054822317	1.012554807	1.010451446	0.886996305	0.868742185	0.975355462	0.888842681	1.028113827	0.982820599
'PAPOA'	1.025267238	1.021012126	1.0238469	0.999307093	0.911301281	1.001387256	1.030968319	0.969289817	1.018891197	0.955945318	0.955282936	0.978063473	1.006257823	1.009751298	0.911933166	1.04608494	0.978063473	0.988285652
'PAPS1'	0.948684315	1.00765376	1.044635763	0.969289817	0.947370071	0.90312651	1.126619228	1.041743429	1.180992661	1.068805991	1.084477409	1.006257823	1.136029265	1.059218335	1.128182137	0.992404375	1.058484395	1.059952783
'PAR12'	0.949342121	0.980099415	0.956608158	0.950000383	1.039579435	1.017479692	1.091263877	1.049716684	1.076986376	1.077733145	1.041743429	1.0132569	0.940174203	1.003471749	0.995159722	1.061423209	1.225185332	1.22603486
'PAR6B'	0.948026965	1.02313747	1.118061851	0.992404375	0.919550046	0.964598185	1.008352455	0.969289817	1.015366101	1.040300267	1.024556823	0.997231251	1.043911927	1.029540083	1.00695555	0.981459064	0.955282936	1.008352455
'PAR6G'	1.037419937	1.043188594	1.002776436	1.051901779	1.085981856	0.925304428	1.001387256	0.928516852	0.958599438	0.984184022	1.111108729	1.074004472	1.164733586	0.994470169	0.791137301	0.958599438	0.739693755	0.839149637
'PARG'	1.0132569	1.028113827	1.01395948	1.159095952	1.159899655	0.945402117	1.012554807	0.943438251	0.991029563	0.994470169	1.035982764	0.995849753	1.009051634	1.024556823	1.014662547	0.96996191	0.977385766	0.950000383
'PARN'	1.053361036	1.033830736	1.006257823	0.973329374	0.963929808	0.938221197	1.002081605	0.96727633	1.011152081	1.002081605	1.000693387	1.00695555	0.994470169	0.989656656	1.001387256	1.001387256	0.974004269	1.004167543
'PARP1'	1.00486382	1.026689546	1.04608494	1.064370182	0.955282936	0.963261894	1.028826708	0.984184022	1.00765376	1.060687741	1.022428531	1.044635763	0.986232704	0.969289817	1.033830736	1.00486382	1.035264924	1.01395948
'PARP4'	0.963929808	0.996540263	0.985549337	0.924022572	0.941478465	0.946057647	1.043188594	1.026689546	1.012554807	0.992404375	1.043188594	0.997231251	1.02313747	1.020304659	1.016774673	0.995849753	1.004167543	0.993781093
'PASK'	1.102669163	1.062895674	1.024556823	1.079228237	1.155886707	0.8962667	0.917639882	0.996540263	0.991029563	1.554014538	1.573524891	1.372684431	1.082975046	1.04608494	1.040300267	0.996540263	1.036701101	1.01395948
'PATL1'	0.960594864	1.018891197	1.125058485	0.946057647	0.982139595	1.038859103	0.976708529	0.963929808	1.062159186	1.065846736	1.014662547	1.018891197	0.983502074	1.012554807	0.915733686	0.961927455	0.988970916	0.967947027
'PAWR'	1.024556823	1.080725402	1.004167543	1.028826708	0.985549337	1.017479692	1.071773463	1.039579435	1.074749173	0.785672517	0.844986384	0.951977908	1.064370182	1.073260286	1.030968319	0.986916546	0.940174203	0.881480158
'PAXB1'	1.000693387	1.020304659	0.983502074	0.856188285	0.806082831	0.996540263	1.039579435	1.01395948	1.063632673	1.063632673	1.050444544	1.016774673	0.981459064	0.964598185	0.946057647	0.980099415	0.97063447	0.97874165
'PAXI1'	1.055553718	1.121166078	1.038139271	1.136816973	1.160703914	1.043911927	1.143138335	1.043911927	1.093535457	1.01395948	1.016070143	1.033114388	0.937571096	0.883927531	0.955945318	0.961927455	0.918912883	0.981459064
'PAXX'	1.037419937	0.965936329	0.997231251	1.207480591	1.139183377	0.969289817	0.944747041	0.960594864	1.016070143	0.992404375	0.957935218	0.980779004	0.999307093	1.014662547	1.016070143	1.053361036	1.070288698	1.048262476
'PB1'	1.043911927	1.127400412	1.111108729	1.163120042	1.071773463	1.001387256	0.978063473	1.0238469	0.993781093	1.02313747	0.997231251	1.000693387	1.037419937	1.028826708	1.020304659	1.039579435	1.037419937	1.02313747
'PBDC1'	0.924663278	0.991716731	0.938871747	1.209155676	1.195819797	0.999307093	1.07997656	0.976708529	1.032398535	0.93109482	0.890075733	0.988285652	0.980779004	0.988285652	0.976708529	0.978063473	0.90062598	0.879039561
'PBIP1'	1.000693387	1.028113827	0.991716731	0.945402117	0.933679945	0.903752727	1.082975046	1.033830736	1.040300267	1.048989328	0.973329374	1.026689546	0.927230546	0.999307093	0.866937564	1.003471749	0.955282936	0.97063447
'PCAT2'	1.022428531	0.947370071	0.973329374	1.033830736	1.022428531	1.163120042	1.018891197	0.986916546	1.000693387	0.905633983	0.936921447	0.949342121	0.967947027	0.949342121	0.865136691	1.021720083	0.888842681	0.953298545
'PCD19'	0.996540263	1.04608494	0.925946023	1.011853201	1.018891197	0.96996191	1.035264924	0.995849753	1.032398535	1.016774673	0.842062954	0.955945318	1.035264924	0.941478465	0.944747041	1.095052471	1.064370182	1.087488391
'PCF11'	0.991029563	1.043188594	0.957271458	1.138394029	1.104198847	1.07549439	1.029540083	0.946713631	1.041743429	0.958599438	0.923382311	0.987600861	1.054822317	1.030968319	1.00695555	0.958599438	0.906890329	0.948026965
'PCGF1'	1.0238469	1.125838586	1.076240125	0.963929808	0.870550563	1.046810282	1.024556823	1.035982764	1.043911927	1.152686347	1.139973273	1.121166078	1.035982764	0.910669834	1.048989328	1.002081605	1.275444392	1.169587664
'PCH2'	0.992404375	1.009751298	1.014662547	0.988970916	0.938871747	1.059218335	1.127400412	1.051901779	1.200803427	1.004167543	0.965267025	1.016070143	1.021720083	0.991029563	1.012554807	1.037419937	1.064370182	1.058484395
'PCID2'	1.033114388	1.306765254	1.367935304	0.587638164	0.550189305	1.030968319	1.223488041	1.104198847	1.080725402	1.068065408	1.00556058	1.046810282	0.951977908	0.977385766	0.980779004	1.043911927	1.042465761	0.986232704
'PCIF1'	1.016774673	0.937571096	0.978063473	1.125058485	1.147902414	0.995159722	1.006257823	0.963929808	0.96727633	0.959264119	1.020304659	1.006257823	0.991029563	0.948026965	0.933032992	0.959264119	0.986232704	0.957271458
'PCLO'	1.057018041	1.142346247	1.00556058	1.22858698	1.311302014	1.07997656	0.993781093	1.062895674	0.984866443	1.139973273	1.231998073	1.119612889	1.073260286	0.988285652	1.051901779	1.097331938	1.283425898	1.209994089
